0 Tile  2 x  2 with Silver Hufflepuff Crest on Bright Light Orange Pattern
3 0 3.88 0 -10.6 3.6 0 -11.04 4.16 0 -11.04
3 0 4.52 0 -9.2 4.36 0 -9.4 4.56 0 -9.6
4 0 7.4 0 -12.2 7.12 0 -11.92 6.56 0 -12.96 6.92 0 -13.32
4 0 6.04 0 -12.52 6.2 0 -13.16 6.44 0 -12.6 6.24 0 -11.96
4 0 6.76 0 -13.84 6.92 0 -13.32 6.48 0 -13.68 6.72 0 -13.92
4 0 6.2 0 -13.16 6.48 0 -13.68 6.56 0 -12.96 6.44 0 -12.6
4 0 7.4 0 -12.2 7.72 0 -11.36 7.48 0 -11.52 7.12 0 -11.92
3 0 6.08 0 -11.8 6.04 0 -12.52 6.24 0 -11.96
3 0 6.56 0 -12.96 6.48 0 -13.68 6.92 0 -13.32
4 14 12 0 .72 12.44 0 0 19 0 0 12.6 0 10.44
4 14 11.44 0 1.44 12 0 .72 12.6 0 10.44 10.4 0 4.2
4 14 10.36 0 3.68 10.04 0 3.32 10.52 0 2.32 11.44 0 1.44
4 14 10.04 0 3.32 9.6 0 3 9.68 0 2.92 10.52 0 2.32
4 14 5.36 0 5.96 5.84 0 5.6 6 0 6.88 5.44 0 7.08
3 14 10.4 0 4.2 10.36 0 3.68 11.44 0 1.44
4 14 10.24 0 4.52 10.88 0 9.04 9.36 0 8.12 9.88 0 4.72
4 14 8.68 0 4.8 8.56 0 7.16 7.96 0 6.84 8.16 0 4.84
4 14 5.44 0 7.08 5.04 0 7.16 4.88 0 6.52 5.36 0 5.96
3 14 5.04 0 7.16 4.6 0 7.08 4.88 0 6.52
4 14 6.68 0 6.72 6 0 6.88 5.84 0 5.6 6.6 0 5.24
4 14 8.72 0 13.72 9.4 0 13.4 7.68 0 14.56 8.08 0 14.16
4 14 7.52 0 6.72 6.68 0 6.72 6.6 0 5.24 7.36 0 5
4 14 7.52 0 6.72 7.36 0 5 8.16 0 4.84 7.96 0 6.84
4 14 8.56 0 7.16 8.68 0 4.8 9.88 0 4.72 9.08 0 7.68
3 14 9.36 0 8.12 9.08 0 7.68 9.88 0 4.72
3 14 10.88 0 9.04 10.2 0 8.88 9.36 0 8.12
3 14 10.2 0 8.88 9.4 0 8.88 9.36 0 8.12
4 14 11.52 0 9.36 10.88 0 9.04 10.24 0 4.52 10.4 0 4.2
3 14 12.16 0 9.88 11.52 0 9.36 10.4 0 4.2
3 14 12.6 0 10.44 12.16 0 9.88 10.4 0 4.2
4 14 12.6 0 10.44 19 0 0 19 0 19 12.8 0 10.96
3 14 19 0 19 12.88 0 11.44 12.8 0 10.96
3 14 19 0 19 12.8 0 11.84 12.88 0 11.44
3 14 19 0 19 12.64 0 12.24 12.8 0 11.84
4 14 12.2 0 12.64 19 0 19 6.12 0 16.08 11.2099 0 13.0174
4 14 7.68 0 14.56 9.4 0 13.4 10.16 0 13.16 11.2099 0 13.0174
3 14 6.76 0 15.56 7.68 0 14.56 11.2099 0 13.0174
3 14 6.12 0 16.08 6.76 0 15.56 11.2099 0 13.0174
3 14 19 0 19 5.4 0 16.56 6.12 0 16.08
4 14 0 0 19 3.24 0 17.44 4.44 0 17.04 19 0 19
3 14 0 0 19 2.4 0 17.6 3.24 0 17.44
3 14 0 0 19 1.32 0 17.68 2.4 0 17.6
3 14 0 0 19 .68 0 17.64 1.32 0 17.68
3 14 0 0 19 0 0 17.56 .68 0 17.64
3 14 19 0 19 12.2 0 12.64 12.64 0 12.24
4 14 0 0 -19 0 0 -18.72 -.88 0 -18.68 -1.44 0 -18.8
4 14 -3.4 0 -17.68 -2.16 0 -18.68 -2.36 0 -18.32 -3.12 0 -17.72
3 14 -2.32 0 -17.56 -3.12 0 -17.72 -2.36 0 -18.32
4 14 -2.16 0 -18.68 -3.4 0 -17.68 -3.72 0 -17.44 -19 0 -19
4 14 -4.64 0 -15.72 -3.72 0 -17.44 -3.84 0 -17.08 -4.44 0 -15.96
4 14 -4.44 0 -15.96 -3.84 0 -17.08 -3.76 0 -16.64 -4.08 0 -16.08
3 14 -3.48 0 -16.08 -4.08 0 -16.08 -3.76 0 -16.64
4 14 -19 0 -19 -3.72 0 -17.44 -4.64 0 -15.72 -8.28 0 -10.96
4 14 -8.28 0 -10.96 -4.64 0 -15.72 -4.72 0 -15.32 -7.96 0 -11
3 14 -4.32 0 -13.92 -4.6 0 -14.92 -4 0 -14.32
4 14 -5.24 0 -12.6 -4.6 0 -14.92 -4.32 0 -13.92 -4.36 0 -13.52
4 14 -5.52 0 -12.44 -4.72 0 -15.32 -4.6 0 -14.92 -5.24 0 -12.6
4 14 -4.2 0 -13.16 -3.64 0 -12.64 -4.08 0 -12.48 -4.56 0 -12.48
4 14 -4.88 0 -12.6 -4.36 0 -13.52 -4.2 0 -13.16 -4.56 0 -12.48
3 14 -4.88 0 -12.6 -5.24 0 -12.6 -4.36 0 -13.52
4 14 -7.96 0 -11 -4.72 0 -15.32 -5.52 0 -12.44 -5.72 0 -12.12
4 14 -7.68 0 -10.92 -5.72 0 -12.12 -5.72 0 -11.56 -7.24 0 -10.52
4 14 -5.72 0 -11.56 -5.52 0 -10.96 -5.96 0 -10.64 -7.24 0 -10.52
3 14 -7.68 0 -10.92 -7.96 0 -11 -5.72 0 -12.12
3 14 -8.6 0 -10.72 -19 0 -19 -8.28 0 -10.96
4 14 -9.6 0 -9.48 -8.6 0 -10.72 -8.76 0 -10.24 -9.08 0 -9.52
3 14 -8.76 0 -9.44 -9.08 0 -9.52 -8.76 0 -10.24
4 14 -19 0 -19 -8.6 0 -10.72 -9.6 0 -9.48 -9.88 0 -9.2
4 14 -12.84 0 -6.12 -9.88 0 -9.2 -9.96 0 -8.76 -12.44 0 -6.08
3 14 -9.76 0 -7.4 -9.8 0 -8.32 -9.28 0 -7.6
4 14 -10 0 -7.12 -9.96 0 -8.76 -9.8 0 -8.32 -9.76 0 -7.4
4 14 -11.16 0 -6.16 -9.96 0 -8.76 -10 0 -7.12 -10.8 0 -6.16
4 14 -9.52 0 -4.88 -10.04 0 -4.88 -10.2 0 -5.2 -9.48 0 -5.64
4 14 -9.8 0 -6.28 -9.32 0 -5.96 -9.48 0 -5.64 -10.32 0 -5.68
4 14 -10.44 0 -5.96 -10 0 -6.56 -9.8 0 -6.28 -10.32 0 -5.68
4 14 -10.8 0 -6.16 -10 0 -7.12 -10 0 -6.56 -10.44 0 -5.96
3 14 -10.2 0 -5.2 -10.32 0 -5.68 -9.48 0 -5.64
4 14 -12.44 0 -6.08 -9.96 0 -8.76 -11.16 0 -6.16 -11.52 0 -5.96
3 14 -12 0 -5.44 -12.16 0 -5.84 -11.52 0 -5.96
3 14 -12.16 0 -5.84 -12.44 0 -6.08 -11.52 0 -5.96
4 14 -9.88 0 -9.2 -12.84 0 -6.12 -13.2 0 -6 -19 0 -19
4 14 -14.72 0 -5.2 -19 0 -19 -13.2 0 -6 -13.48 0 -5.6
3 14 -13.72 0 -4.88 -14.24 0 -5.2 -13.48 0 -5.6
3 14 -14.24 0 -5.2 -14.72 0 -5.2 -13.48 0 -5.6
3 14 -15 0 -5 -19 0 -19 -14.72 0 -5.2
4 14 -16.48 0 -3 -19 0 -19 -15 0 -5 -16.16 0 -3.32
3 14 -16.16 0 -3.32 -15 0 -5 -15.2 0 -4.6
3 14 -16.16 0 -3.32 -15.2 0 -4.6 -15.32 0 -4.12
3 14 -16.16 0 -3.32 -15.32 0 -4.12 -15.4 0 -3.36
4 14 -19 0 -19 -16.48 0 -3 -16.48 0 -2.12 -19 0 0
3 14 -19 0 0 -16.48 0 -2.12 -16.28 0 -1.44
3 14 -19 0 0 -16.28 0 -1.44 -15.88 0 -.64
3 14 -15.4 0 0 -19 0 0 -15.88 0 -.64
3 14 19 0 19 4.44 0 17.04 5.4 0 16.56
3 14 -2.16 0 -18.68 -19 0 -19 -1.44 0 -18.8
3 14 -1.44 0 -18.8 -19 0 -19 0 0 -19
4 16 0 0 -19 -19 0 -19 -20 0 -20 20 0 -20
4 16 14.8 0 -2.16 19 0 0 12.44 0 0 12.76 0 -.56
4 16 0 0 19 19 0 19 20 0 20 -20 0 20
4 16 20 0 20 19 0 19 19 0 0 20 0 -20
4 16 -19 0 19 -19 0 0 -15.4 0 0 -13.64 0 7.68
4 16 12.76 0 -.56 13.08 0 -1.04 13.64 0 -1.56 14.24 0 -1.92
3 16 12.76 0 -.56 14.24 0 -1.92 14.8 0 -2.16
3 16 19 0 0 14.8 0 -2.16 15.4 0 -2.36
3 16 19 0 0 15.4 0 -2.36 15.68 0 -2.68
3 16 19 0 0 15.68 0 -2.68 15.72 0 -3.16
4 16 19 0 -19 19 0 0 16.48 0 -11.88 16.36 0 -12.64
4 16 15.12 0 -6.28 19 0 0 15.72 0 -3.16 15.56 0 -3.48
4 16 15.08 0 -7.64 14.88 0 -9.12 16.28 0 -11.48 19 0 0
4 16 15.04 0 -5.36 15.56 0 -3.48 15.2 0 -3.8 14.88 0 -4.64
3 16 15.2 0 -3.8 14.72 0 -4.04 14.88 0 -4.64
3 16 15.56 0 -3.48 15.04 0 -5.36 15.12 0 -6.28
3 16 19 0 0 15.12 0 -6.28 15.08 0 -7.64
4 16 15.64 0 -11.24 14.88 0 -9.12 14.52 0 -11.12 15 0 -11.48
3 16 14.52 0 -11.12 14.52 0 -11.48 15 0 -11.48
3 16 14.88 0 -9.12 15.64 0 -11.24 16 0 -11.28
3 16 14.88 0 -9.12 16 0 -11.28 16.28 0 -11.48
3 16 19 0 0 16.28 0 -11.48 16.48 0 -11.88
3 16 16.36 0 -12.64 16 0 -13.32 19 0 -19
4 16 19 0 -19 16 0 -13.32 15.6 0 -13.76 14.76 0 -15.76
4 16 14.76 0 -15.12 15.6 0 -13.76 15.12 0 -14.08 14.52 0 -14.84
4 16 14.44 0 -14.28 13.56 0 -14.32 13.76 0 -14.52 14.52 0 -14.84
3 16 15.12 0 -14.08 14.44 0 -14.28 14.52 0 -14.84
3 16 15.6 0 -13.76 14.76 0 -15.12 14.76 0 -15.76
3 16 14.76 0 -15.76 14.48 0 -16.08 19 0 -19
3 16 14.48 0 -16.08 13.96 0 -16.36 19 0 -19
4 16 12.6 0 -16.6 5.56 0 -18.36 19 0 -19 13.52 0 -16.48
3 16 13.96 0 -16.36 13.52 0 -16.48 19 0 -19
4 16 5.56 0 -18.36 12.6 0 -16.6 11.84 0 -16.56 6.88 0 -17.52
4 16 11.84 0 -16.56 11.24 0 -16.44 9.2 0 -16.6 8.8 0 -16.72
4 16 10.64 0 -16.2 10.08 0 -15.84 9.48 0 -16.28 9.2 0 -16.6
3 16 9.56 0 -15.28 9.48 0 -16.28 10.08 0 -15.84
3 16 10.64 0 -16.2 9.2 0 -16.6 11.24 0 -16.44
4 16 6.88 0 -17.52 11.84 0 -16.56 8.8 0 -16.72 7.16 0 -17.24
4 16 7.16 0 -17.24 8.8 0 -16.72 8.4 0 -16.6 7.32 0 -16.4
4 16 8.4 0 -16.6 7.76 0 -16 7.52 0 -16.12 7.32 0 -16.4
3 16 5.96 0 -17.4 5.76 0 -18.04 6.36 0 -17.52
4 16 6.88 0 -17.52 6.36 0 -17.52 5.76 0 -18.04 5.56 0 -18.36
4 16 19 0 -19 5.56 0 -18.36 5.28 0 -18.52 20 0 -20
3 16 4.16 0 -18 3.36 0 -18.52 4.72 0 -18.44
4 16 3.36 0 -18.52 2.68 0 -18.76 4.92 0 -18.52 4.72 0 -18.44
4 16 -13.64 0 7.68 -15.4 0 0 -14.88 0 .48 -13.48 0 7.4
4 16 -14.88 0 .48 -14.24 0 .92 -12.6 0 4.28 -12.6 0 4.6
3 16 -12.6 0 4.28 -14.24 0 .92 -13.76 0 1.16
4 16 -12.6 0 4.28 -13.76 0 1.16 -13.44 0 1.28 -12.4 0 3.96
4 16 -12.4 0 3.96 -13.44 0 1.28 -12.64 0 1.4 -12.4 0 1.52
4 16 -12.4 0 3.96 -12.4 0 1.52 -11.8 0 2 -12.04 0 3.76
4 16 -11.76 0 3.76 -11.8 0 2 -11.2 0 2.32 -10.68 0 3.4
3 16 -10.68 0 3.4 -10.64 0 2.48 -10.08 0 2.52
3 16 -10.68 0 3.4 -11.2 0 2.32 -10.64 0 2.48
4 16 -5.92 0 14.08 -7 0 15.08 -7.12 0 14.44 -6.76 0 13.96
3 16 -11.04 0 4.16 -11.28 0 4 -10.68 0 3.4
3 16 -11.28 0 4 -11.76 0 3.76 -10.68 0 3.4
3 16 -11.76 0 3.76 -12.04 0 3.76 -11.8 0 2
4 16 -13.48 0 7.4 -14.88 0 .48 -12.6 0 4.6 -12.44 0 5.24
4 16 -13.48 0 7.4 -12.44 0 5.24 -12.44 0 6 -13.2 0 7.24
3 16 -13.2 0 7.24 -12.44 0 6 -12.8 0 7.12
4 16 -14.52 0 13.52 -14.72 0 13.84 -19 0 19 -13.48 0 11.24
3 16 -19 0 19 -13.68 0 8.24 -13.6 0 8.96
4 16 -19 0 19 -13.6 0 8.96 -13.44 0 9.56 -13.4 0 10.88
3 16 -13.4 0 10.88 -13.44 0 9.56 -13.04 0 10.48
3 16 -19 0 19 -13.4 0 10.88 -13.48 0 11.24
4 16 -14.52 0 13.52 -13.48 0 11.24 -13.32 0 11.8 -13.56 0 13.04
4 16 -13.32 0 11.8 -13.12 0 12.56 -13.28 0 12.8 -13.56 0 13.04
3 16 -19 0 19 -14.72 0 13.84 -14.72 0 14.32
4 16 -19 0 19 -14.72 0 14.32 -14.6 0 14.52 -14.08 0 16.16
4 16 -14.08 0 15.76 -14.6 0 14.52 -14.24 0 14.92 -13.92 0 15.52
3 16 -13.92 0 15.52 -14.24 0 14.92 -13.64 0 15.24
3 16 -14.08 0 16.16 -14.6 0 14.52 -14.08 0 15.76
3 16 -19 0 19 -14.08 0 16.16 -13.92 0 16.48
4 16 -19 0 19 -13.92 0 16.48 -13.6 0 16.68 -12.52 0 17.68
4 16 -13.6 0 16.68 -13.2 0 16.84 -12.72 0 17.32 -12.52 0 17.68
3 16 -12.72 0 17.32 -13.2 0 16.84 -12.72 0 16.96
3 16 -19 0 19 -12.52 0 17.68 -12.16 0 17.88
4 16 -10.52 0 18.4 -19 0 19 -12.16 0 17.88 -10.8 0 18.16
4 16 -19 0 19 -10.24 0 18.48 0 0 19 -20 0 20
3 16 -10.8 0 18.16 -12.16 0 17.88 -10.92 0 17.92
3 16 0 0 19 -9.68 0 18.4 -9.08 0 18.2
3 16 -19 0 19 -10.52 0 18.4 -10.24 0 18.48
3 16 0 0 19 -10.24 0 18.48 -9.68 0 18.4
3 16 0 0 19 -9.08 0 18.2 -8.64 0 17.96
4 16 0 0 19 -8.64 0 17.96 -8 0 17.48 -3.16 0 16.92
4 16 -4.04 0 16.48 -8 0 17.48 -7.52 0 16.88 -4.36 0 16.12
4 16 -4.36 0 16.12 -7.52 0 16.88 -7.2 0 16.28 -4.64 0 15.56
3 16 -7.2 0 16.28 -7 0 15.68 -4.64 0 15.56
4 16 -4.64 0 15.56 -7 0 15.68 -7 0 15.08 -5.32 0 14.28
3 16 -7.12 0 14.44 -7.08 0 14.04 -6.76 0 13.96
3 16 -7 0 15.08 -5.92 0 14.08 -5.32 0 14.28
3 16 -4.64 0 15.56 -5.32 0 14.28 -4.84 0 14.6
3 16 -8 0 17.48 -4.04 0 16.48 -3.6 0 16.76
3 16 -8 0 17.48 -3.6 0 16.76 -3.16 0 16.92
4 16 0 0 19 -3.16 0 16.92 -2.12 0 17 -1.2 0 17.28
3 16 0 0 19 -1.2 0 17.28 0 0 17.56
3 16 -19 0 19 -13.64 0 7.68 -13.68 0 8.24
3 16 0 0 -18.72 0 0 -19 1.08 0 -18.84
4 16 -20 0 -20 -19 0 -19 -19 0 0 -20 0 20
3 16 19 0 0 19 0 -19 20 0 -20
3 16 -20 0 20 -19 0 0 -19 0 19
4 16 1.08 0 -18.84 0 0 -19 20 0 -20 2.12 0 -18.84
4 16 2.68 0 -18.76 2.12 0 -18.84 20 0 -20 4.92 0 -18.52
3 16 5.28 0 -18.52 4.92 0 -18.52 20 0 -20
4 179 11.16 0 -.56 12.16 0 -.96 11.52 0 .16 10.68 0 .08
4 179 10.68 0 .08 11.52 0 .16 11.04 0 .8 9.84 0 .96
4 179 -1.96 0 -15.64 -1.92 0 -14.28 -2.24 0 -14.36 -2.68 0 -15.44
4 179 .08 0 -18 1.08 0 -18.12 -.96 0 -16.72 -1.24 0 -17.12
4 179 7.92 0 2.2 9 0 2.48 7.76 0 3.12 6.52 0 2.92
4 179 9.84 0 .96 11.04 0 .8 10.44 0 1.44 9.68 0 2.04
4 179 5.8 0 9.4 5.6 0 9.64 4.68 0 7.84 5.4 0 7.84
4 179 6.52 0 7.48 7.04 0 9.04 6.24 0 9.2 5.4 0 7.84
4 179 8.12 0 8.92 7.04 0 9.04 8.04 0 7.68 8.64 0 8.28
4 179 8.52 0 8.8 8.12 0 8.92 8.64 0 8.28 8.72 0 8.6
4 179 10.08 0 12.32 9 0 12.8 8.24 0 11.68 10.36 0 11.16
4 179 9.52 0 9.6 10.52 0 10.4 10.36 0 10.76 8.72 0 9.84
4 179 5.12 0 15.88 4.32 0 15.2 4.76 0 14.8 5.6 0 15.56
4 179 3.08 0 7.44 3.6 0 7.44 4.36 0 7.76 1.44 0 9
4 179 1.6 0 16.96 1.08 0 16.32 2 0 16.16 2.6 0 16.84
4 179 -4.8 0 -11.12 -5 0 -11.56 -4.72 0 -11.76 -4.08 0 -11.76
4 179 7.84 0 4.16 7.12 0 4.32 6.68 0 3.68 7.76 0 3.12
4 179 2.92 0 1.96 3.24 0 1.96 2.92 0 2.32 2.36 0 2.08
4 179 1 0 .24 -2.2 0 2.16 -1.28 0 0 .44 0 -.28
4 179 -5.48 0 -5.04 -6 0 -4.96 -7.44 0 -6.16 -4.88 0 -5.32
4 179 -7.92 0 -9.16 -7.48 0 -9.84 -6.96 0 -9.84 -7.56 0 -8.44
4 179 -1.68 0 3.64 1 0 4.8 .84 0 5.4 -2.08 0 4.88
4 179 -15.28 0 -2.24 -15.48 0 -1.4 -15.72 0 -2 -15.8 0 -2.52
4 179 -9.88 0 3.48 -8.6 0 3.36 -8.6 0 3.64 -8.76 0 4.44
3 179 -11.52 0 -4.88 -10.96 0 -5.4 -10.88 0 -4.96
4 179 -13.28 0 -3.08 -14.32 0 -2 -14.6 0 -2.84 -13.68 0 -3.44
4 179 -13.68 0 -3.44 -14.6 0 -2.84 -14.68 0 -3.48 -14.12 0 -3.92
4 179 -14.32 0 -2 -13.12 0 -3 -12.52 0 .68 -13.32 0 .56
4 179 14.16 0 -2.68 13.56 0 -3.44 14.28 0 -3.4 14.64 0 -3.28
4 179 14.64 0 -3.28 14.92 0 -3.08 14.88 0 -2.96 14.16 0 -2.68
4 179 14.4 0 -6.32 13.32 0 -5.6 13.4 0 -6.44 14.36 0 -7.6
4 179 5.36 0 -3.92 8.36 0 -3.88 8.08 0 -3.32 7.68 0 -2.92
4 179 15.24 0 -12.16 14.56 0 -12.2 15.44 0 -12.88 15.64 0 -12.48
4 179 14.56 0 -12.2 14.12 0 -13.6 14.64 0 -13.48 15.12 0 -13.24
4 179 1.68 0 -2.28 .44 0 -4.8 2.64 0 -4.16 3 0 -3.44
4 179 7.72 0 -11.36 10.2 0 -10.24 10.2 0 -10.16 6.36 0 -8.92
4 179 4.28 0 -16.6 5.68 0 -16.32 6.04 0 -15.8 4 0 -12.64
4 179 -1.92 0 -14.28 -1.96 0 -15.64 .16 0 -13.6 -.08 0 -13.48
4 179 3.08 0 -17.84 3.64 0 -17.48 3.96 0 -17.08 .64 0 -13.6
4 179 .64 0 -13.6 .16 0 -13.6 -.96 0 -16.72 1.08 0 -18.12
4 179 -11.92 0 -4.04 -10.64 0 -4.48 -10.32 0 -4.24 -9.76 0 -1.64
4 179 -13.12 0 -3 -11.92 0 -4.04 -9.76 0 -1.64 -12.52 0 .68
4 179 -5.72 0 5.08 -6.2 0 4.6 -5.4 0 4.28 -4.68 0 4.4
4 179 -11.4 0 4.76 -11.72 0 5.16 -11.84 0 4.6 -11.8 0 4.56
3 179 -9.08 0 10.4 -9.84 0 9.8 -9.16 0 10
4 179 -8.92 0 10.84 -12.48 0 12.08 -12.16 0 11.08 -9.84 0 9.8
4 179 -13.32 0 13.72 -13.16 0 14.64 -13.6 0 14.48 -14 0 14.16
4 179 -12.84 0 15.64 -12.12 0 16.28 -12.84 0 16.2 -13.32 0 16
4 179 -10.84 0 15.8 -11.92 0 14.64 -7.84 0 13.96 -7.84 0 14.52
4 179 -11.4 0 16.76 -10.76 0 17.08 -11.24 0 17.2 -11.96 0 17.16
4 179 -1.76 0 16.08 -2.28 0 16.24 -2.08 0 15.64 -1.52 0 15.36
4 179 -9.64 0 16.4 -7.76 0 15.76 -8.04 0 16.36 -8.4 0 16.84
4 179 -7.84 0 13.96 -12.44 0 12.8 -8.8 0 10.96 -7.6 0 12.92
4 179 -8 0 10.28 -8.08 0 10.96 -8.68 0 10.44 -8.52 0 10.12
3 179 -4.08 0 9.44 -4.28 0 9.08 -2.36 0 9.2
4 179 -8.8 0 10.96 -8 0 11.4 -7.68 0 12.4 -7.6 0 12.92
4 179 -.36 0 11.76 -1.56 0 12.64 -1.76 0 12.56 -1.28 0 10.04
4 179 -2.92 0 15.48 -2.92 0 16.24 -3.36 0 16.08 -3.76 0 15.72
4 179 1.44 0 7.6 2.04 0 7.6 1.44 0 9 .88 0 8
4 179 -10.84 0 15.8 -7.84 0 14.52 -9.64 0 16.4 -10.28 0 16.84
4 179 -12.84 0 13.4 -12.56 0 13.08 -11.92 0 14.64 -13.16 0 14.64
4 179 -8 0 10.28 -8.52 0 10.12 -8.4 0 10.04 -8.04 0 10
4 179 -12.88 0 8.92 -12.4 0 8.48 -12.04 0 8.64 -12.68 0 9.52
4 179 -4.2 0 13.64 -4.32 0 14 -4.52 0 13.24 -4.2 0 13.52
4 179 -9.4 0 7.4 -12.12 0 7.36 -11.76 0 6.28 -10.6 0 5.56
4 179 -6.56 0 8.96 -6.92 0 9.44 -7.12 0 9.08 -6.92 0 8.16
4 179 -8.8 0 10.96 -8.68 0 10.44 -8.08 0 10.96 -8 0 11.4
3 179 -8.92 0 10.84 -9.84 0 9.8 -9.08 0 10.4
4 179 -9.6 0 8.88 -9.84 0 9.8 -12.04 0 8.64 -12.12 0 8.36
3 179 -9.16 0 10 -9.84 0 9.8 -9.16 0 9.56
4 179 -12.44 0 12.8 -12.48 0 12.08 -8.92 0 10.84 -8.8 0 10.96
4 179 -9.4 0 7.4 -10.6 0 5.56 -9.56 0 6.12 -9.2 0 6.72
4 179 -6.92 0 8.16 -7.12 0 9.08 -7.6 0 8.36 -7.24 0 7.6
4 179 -5.04 0 7.4 -5.44 0 7.88 -5.56 0 7.32 -5.6 0 7.08
4 179 -1.04 0 8.64 -1.28 0 8.76 -2.04 0 8.76 -2.68 0 8.64
3 179 -9.2 0 6.72 -9.56 0 6.12 -8.92 0 5.96
4 179 -9.28 0 5.68 -10.6 0 5.56 -10.56 0 5.2 -10.48 0 4.72
4 179 -9 0 5.12 -9.28 0 5.68 -10.48 0 4.72 -10.24 0 4.08
4 179 -10.24 0 4.08 -9.88 0 3.48 -8.76 0 4.44 -9 0 5.12
4 179 -7.24 0 7.6 -7.24 0 5.08 -6.76 0 5.16 -6.72 0 7.88
4 179 -9.2 0 2.8 -8.96 0 2.8 -8.68 0 3.08 -8.6 0 3.36
4 179 -2.12 0 5.12 -2.08 0 4.88 .04 0 6.28 .08 0 6.6
4 179 -.8 0 -3.72 -.8 0 -3.92 -.52 0 -4.12 -.52 0 -3.36
3 179 -9.88 0 3.48 -9.2 0 2.8 -8.6 0 3.36
3 179 -9.56 0 6.12 -10.6 0 5.56 -9.28 0 5.68
4 179 -11.72 0 5.16 -11.4 0 4.76 -10.6 0 5.56 -11.68 0 5.72
3 179 -11.76 0 6.28 -11.68 0 5.72 -10.6 0 5.56
4 179 -12.12 0 8.36 -12.12 0 7.36 -9.4 0 7.4 -9.6 0 8.88
4 179 -12.04 0 8.64 -9.84 0 9.8 -12.36 0 10.24 -12.68 0 9.52
3 179 -12.88 0 8.92 -12.92 0 7.96 -12.4 0 8.48
3 179 -12.16 0 11.08 -12.36 0 10.24 -9.84 0 9.8
3 179 -12.48 0 12.08 -12.76 0 11.16 -12.16 0 11.08
4 179 -11.92 0 14.64 -12.56 0 13.08 -12.44 0 12.8 -7.84 0 13.96
3 179 -13.16 0 14.64 -13.32 0 13.72 -12.84 0 13.4
4 179 -9.64 0 16.4 -8.4 0 16.84 -8.88 0 17.28 -9.68 0 16.8
4 179 -12.36 0 15.24 -11.56 0 16.2 -12.12 0 16.28 -12.84 0 15.64
4 179 -11.56 0 16.2 -12.36 0 15.24 -11.92 0 14.64 -10.84 0 15.8
4 179 -11 0 16.28 -10.28 0 16.84 -10.76 0 17.08 -11.4 0 16.76
3 179 -10.28 0 16.84 -11 0 16.28 -10.84 0 15.8
4 179 -9.64 0 16.4 -7.84 0 14.52 -7.68 0 15.36 -7.76 0 15.76
4 179 -9.68 0 16.8 -8.88 0 17.28 -9.52 0 17.6 -9.88 0 17.4
3 179 -10.08 0 17.72 -9.88 0 17.4 -9.52 0 17.6
4 179 5.6 0 9.64 5.56 0 9.92 4.36 0 11 4.36 0 10.48
4 179 2.6 0 16.84 2.04 0 16.12 2.96 0 15.4 3.52 0 16.6
4 179 3.16 0 12.92 3.72 0 13.08 3.56 0 13.44 2.96 0 13.72
4 179 7.52 0 11.4 4.72 0 11.4 5.92 0 10.4 6.72 0 10.4
4 179 6.56 0 12.6 7.24 0 12.16 7.72 0 13.52 5.84 0 13.28
4 179 10.36 0 10.76 10.36 0 11.16 8.24 0 11.68 8.72 0 9.84
4 179 10.48 0 11.48 10.48 0 11.92 10.08 0 12.32 10.36 0 11.16
4 179 10.52 0 10.4 9.52 0 9.6 10.16 0 9.6 10.6 0 9.72
3 179 10.52 0 10.4 10.6 0 9.72 11.08 0 10.08
4 179 7.96 0 11.52 7.4 0 10.24 8.72 0 9.84 8.24 0 11.68
4 179 6.2 0 15.08 5.4 0 13.84 5.84 0 13.28 7.72 0 13.52
4 179 1.64 0 15.56 2.24 0 15.56 2.04 0 16.12 1.64 0 16.04
4 179 4.36 0 7.76 4.68 0 7.84 4.4 0 10.16 1.44 0 9
4 179 7.6 0 7.48 8.04 0 7.68 7.04 0 9.04 6.52 0 7.48
3 179 5.8 0 9.4 5.4 0 7.84 6.24 0 9.2
3 179 1.44 0 9 2.04 0 7.6 3.08 0 7.44
4 179 4.12 0 6.4 3.6 0 6.08 3.84 0 5.72 4.44 0 5.92
4 179 .96 0 7.04 .64 0 6.84 1.16 0 6.4 1.12 0 7.08
4 179 -.88 0 10.16 -.2 0 8.64 .2 0 8.6 .6 0 8.68
4 179 .08 0 6.6 .24 0 7.4 -2.68 0 8.64 -2.12 0 5.12
4 179 -5.04 0 7.4 -2.68 0 8.64 -2.36 0 9.2 -4.68 0 8.44
3 179 .88 0 8 .72 0 7.48 1.44 0 7.6
4 179 -.36 0 11.76 -1.28 0 10.04 -.88 0 10.16 .04 0 11.4
4 179 -.88 0 10.16 -1.4 0 9.76 -1.16 0 9.12 -.2 0 8.64
3 179 -2.76 0 12.56 -3.08 0 12.56 -3.2 0 12.2
4 179 -3.28 0 10.68 -3.8 0 10.6 -3.92 0 9.96 -2.36 0 9.2
4 179 -5.88 0 12 -6.24 0 11.28 -5.52 0 11.56 -5.6 0 12.4
4 179 -1.88 0 9.36 -2 0 9.16 -1.16 0 9.12 -1.4 0 9.76
4 179 .84 0 10.96 -.88 0 10.16 .6 0 8.68 1.4 0 9.04
4 179 -3.2 0 12.2 -3.28 0 10.68 -1.76 0 12.56 -2.76 0 12.56
